season,episode,speaker,Symptom,Test,Drug,Procedure,Intent,diagnosis_stage,Sarcasm,Emotion,Organ,correct_prediction,model_prediction,text,medical_entities,clean_text,label
1,14,Foreman,bacak ağrısı,anjiyografi,,,hipotez,test,0,nötr,bacak,kalp yetmezliği (ipecac fazlalığına bağlı),,Bacaktaki ağrının damar tıkanıklığından kaynaklanıp kaynaklanmadığını görmek için anjiyografi yapalım.,"[{""text"": ""bacak ağrısı"", ""type"": ""Symptom""}, {""text"": ""anjiyografi"", ""type"": ""Test""}, {""text"": ""damar tıkanıklığı"", ""type"": ""Disease""}]",bacaktaki ağrının damar tıkanıklığından kaynaklanıp kaynaklanmadığını görmek için anjiyografi yapalım,318
1,14,Cameron,baş ağrısı,MR,,,hipotez,test,0,nötr,beyin,kalp yetmezliği (ipecac fazlalığına bağlı),,Baş ağrısı devam ettiği için beyin görüntülemesi isteyip kitle ya da kanama var mı bakmalıyız.,"[{""text"": ""baş ağrısı"", ""type"": ""Symptom""}, {""text"": ""MR"", ""type"": ""Test""}, {""text"": ""kanama"", ""type"": ""Disease""}]",baş ağrısı devam ettiği için beyin görüntülemesi isteyip kitle ya da kanama var mı bakmalıyız,359
1,14,House,nefes darlığı,,,,açıklama,değerlendirme,0,nötr,akciğer,kalp yetmezliği (ipecac fazlalığına bağlı),,Solunumu bozulduysa sorun sadece bacakta değil; akciğerlerde sıvı birikimi gelişiyor olabilir.,"[{""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""akciğerlerde sıvı birikimi"", ""type"": ""Disease""}]",solunumu bozulduysa sorun sadece bacakta değil akciğerlerde sıvı birikimi gelişiyor olabilir,1612
1,14,Foreman,pulmoner ödem,akciğer grafisi,,,açıklama,test,0,nötr,akciğer,kalp yetmezliği (ipecac fazlalığına bağlı),,Akciğer grafisinde pulmoner ödem görürsek kalp yetmezliği olasılığı güçlenir.,"[{""text"": ""pulmoner ödem"", ""type"": ""Symptom""}, {""text"": ""akciğer grafisi"", ""type"": ""Test""}, {""text"": ""kalp yetmezliği"", ""type"": ""Disease""}]",akciğer grafisinde pulmoner ödem görürsek kalp yetmezliği olasılığı güçlenir,1884
1,14,House,kesik izleri,,,,hipotez,hipotez,0,nötr,bacak,kalp yetmezliği (ipecac fazlalığına bağlı),,Bacağındaki düzgün çizgiler travmadan çok kendine zarar verme davranışını düşündürüyor.,"[{""text"": ""kesik izleri"", ""type"": ""Symptom""}, {""text"": ""kendine zarar verme davranışı"", ""type"": ""Disease""}]",bacağındaki düzgün çizgiler travmadan çok kendine zarar verme davranışını düşündürüyor,1327
1,14,House,kusma,,ipecac,,hipotez,hipotez,0,nötr,"mide,kalp",kalp yetmezliği (ipecac fazlalığına bağlı),,Sürekli kusmayı tetiklemek için ipecac kullanıyorsa bu kalp kasına toksik etki yapmış olabilir.,"[{""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""ipecac"", ""type"": ""Drug""}, {""text"": ""kalp kası hasarı"", ""type"": ""Disease""}]",sürekli kusmayı tetiklemek için ipecac kullanıyorsa bu kalp kasına toksik etki yapmış olabilir,1413
1,14,Foreman,kalp yetmezliği,,,kalp nakli,açıklama,değerlendirme,0,nötr,kalp,kalp yetmezliği (ipecac fazlalığına bağlı),,İlaç tedavisi yetersiz kalırsa hastayı kalp nakli için değerlendirmemiz gerekecek.,"[{""text"": ""kalp yetmezliği"", ""type"": ""Disease""}, {""text"": ""kalp nakli"", ""type"": ""Procedure""}]",i laç tedavisi yetersiz kalırsa hastayı kalp nakli için değerlendirmemiz gerekecek,1172
1,14,Cameron,bulimi,,,kalp nakli,açıklama,değerlendirme,0,empati,kalp,kalp yetmezliği (ipecac fazlalığına bağlı),,Aktif bulimi öyküsü nakil listesinde ciddi bir risk faktörü olarak değerlendirilebilir.,"[{""text"": ""bulimi"", ""type"": ""Disease""}, {""text"": ""kalp nakli"", ""type"": ""Procedure""}]",aktif bulimi öyküsü nakil listesinde ciddi bir risk faktörü olarak değerlendirilebilir,459
1,14,House,bulimi,,ipecac,,açıklama,kesin_tanı,0,nötr,"kalp,mide",kalp yetmezliği (ipecac fazlalığına bağlı),,Sorunun kökü kanser değil; bulimi ve ipecac kötüye kullanımı kalbi geri dönüşsüz biçimde zedelemiş.,"[{""text"": ""bulimi"", ""type"": ""Disease""}, {""text"": ""ipecac"", ""type"": ""Drug""}, {""text"": ""kalp hasarı"", ""type"": ""Disease""}, {""text"": ""kanser"", ""type"": ""Disease""}]",sorunun kökü kanser değil bulimi ve ipecac kötüye kullanımı kalbi geri dönüşsüz biçimde zedelemiş,459
1,14,House,konjestif kalp yetmezliği,,ipecac,,açıklama,kesin_tanı,0,nötr,kalp,kalp yetmezliği (ipecac fazlalığına bağlı),,"Kesin tanı, ipecac kullanımına ve yeme bozukluğuna bağlı gelişen konjestif kalp yetmezliği.","[{""text"": ""ipecac"", ""type"": ""Drug""}, {""text"": ""yeme bozukluğu"", ""type"": ""Disease""}, {""text"": ""konjestif kalp yetmezliği"", ""type"": ""Disease""}]",kesin tanı ipecac kullanımına ve yeme bozukluğuna bağlı gelişen konjestif kalp yetmezliği,1368
1,14,Carly,bulimi,,ipecac,,açıklama,kesin_tanı,0,nötr,mide,kalp yetmezliği (ipecac fazlalığına bağlı),,"Kusmayı kontrol etmek için ilaç kullandığını kabul etmesi, tanıyı klinik olarak destekliyor.","[{""text"": ""ipecac"", ""type"": ""Drug""}, {""text"": ""bulimi"", ""type"": ""Disease""}]",kusmayı kontrol etmek için ilaç kullandığını kabul etmesi tanıyı klinik olarak destekliyor,459
1,14,House,solunum durması,,,entübasyon,açıklama,değerlendirme,0,nötr,"akciğer,boğaz",kalp yetmezliği (ipecac fazlalığına bağlı),,Solunum durunca entübasyon yaptık; işlem sonrası gelişen ses kısıklığı hava yolu travmasına bağlı olabilir.,"[{""text"": ""solunum durması"", ""type"": ""Symptom""}, {""text"": ""entübasyon"", ""type"": ""Procedure""}, {""text"": ""ses kısıklığı"", ""type"": ""Symptom""}]",solunum durunca entübasyon yaptık işlem sonrası gelişen ses kısıklığı hava yolu travmasına bağlı olabilir,2045
1,14,House,ses kısıklığı,,Botox,,hipotez,hipotez,0,nötr,boğaz,kalp yetmezliği (ipecac fazlalığına bağlı),,Entübasyona bağlı nadir gelişen ses kısıklığında botulinum toksini tedavisi düşünülebilir.,"[{""text"": ""ses kısıklığı"", ""type"": ""Symptom""}, {""text"": ""Botox"", ""type"": ""Drug""}, {""text"": ""entübasyon"", ""type"": ""Procedure""}]",entübasyona bağlı nadir gelişen ses kısıklığında botulinum toksini tedavisi düşünülebilir,1998
1,14,Foreman,ödem,,,,açıklama,değerlendirme,0,nötr,"kalp,akciğer",kalp yetmezliği (ipecac fazlalığına bağlı),,Ödem ve nefes darlığı birlikteyse tabloyu sistemik kalp yetmezliği olarak düşünmek daha doğru olur.,"[{""text"": ""ödem"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""kalp yetmezliği"", ""type"": ""Disease""}]",ödem ve nefes darlığı birlikteyse tabloyu sistemik kalp yetmezliği olarak düşünmek daha doğru olur,2394
1,14,Foreman,nefes darlığı,,,,açıklama,değerlendirme,0,nötr,"kalp,akciğer",kalp yetmezliği (ipecac fazlalığına bağlı),,Ödem ve nefes darlığı birlikteyse tabloyu sistemik kalp yetmezliği olarak düşünmek daha doğru olur.,"[{""text"": ""ödem"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""kalp yetmezliği"", ""type"": ""Disease""}]",ödem ve nefes darlığı birlikteyse tabloyu sistemik kalp yetmezliği olarak düşünmek daha doğru olur,1612
1,14,Cameron,sağ uyluk ağrısı,anjiyografi,kan sulandırıcı,,hipotez,hipotez,0,nötr,bacak,kalp yetmezliği (ipecac fazlalığına bağlı),,"Sağ uyluktaki şiddetli ağrı ve hareket kaybı, akut bacak enfarktüsü olasılığını düşündürüyor.","[{""text"": ""sağ uyluk ağrısı"", ""type"": ""Symptom""}, {""text"": ""sağ bacakta hareket kaybı"", ""type"": ""Symptom""}, {""text"": ""anjiyografi"", ""type"": ""Test""}, {""text"": ""kan sulandırıcı"", ""type"": ""Drug""}, {""text"": ""bacak enfarktüsü"", ""type"": ""Disease""}]",sağ uyluktaki şiddetli ağrı ve hareket kaybı akut bacak enfarktüsü olasılığını düşündürüyor,1965
1,14,Cameron,sağ bacakta hareket kaybı,anjiyografi,kan sulandırıcı,,hipotez,hipotez,0,nötr,bacak,kalp yetmezliği (ipecac fazlalığına bağlı),,"Sağ uyluktaki şiddetli ağrı ve hareket kaybı, akut bacak enfarktüsü olasılığını düşündürüyor.","[{""text"": ""sağ uyluk ağrısı"", ""type"": ""Symptom""}, {""text"": ""sağ bacakta hareket kaybı"", ""type"": ""Symptom""}, {""text"": ""anjiyografi"", ""type"": ""Test""}, {""text"": ""kan sulandırıcı"", ""type"": ""Drug""}, {""text"": ""bacak enfarktüsü"", ""type"": ""Disease""}]",sağ uyluktaki şiddetli ağrı ve hareket kaybı akut bacak enfarktüsü olasılığını düşündürüyor,1962
1,14,Foreman,sağ bacakta hareket kaybı,omurga MR,,,hipotez,hipotez,0,nötr,"omurga,bacak",kalp yetmezliği (ipecac fazlalığına bağlı),,Disk hernisi olasılığını elemek için omurga MR istemeliyiz.,"[{""text"": ""sağ bacakta hareket kaybı"", ""type"": ""Symptom""}, {""text"": ""omurga MR"", ""type"": ""Test""}, {""text"": ""disk hernisi"", ""type"": ""Disease""}]",disk hernisi olasılığını elemek için omurga mr istemeliyiz,1962
1,14,Foreman,şiddetli ağrı,,morfin,,açıklama,değerlendirme,0,nötr,bacak,kalp yetmezliği (ipecac fazlalığına bağlı),,Ağrı aniden arttıysa hastayı stabilize etmek için önce morfin verelim.,"[{""text"": ""şiddetli ağrı"", ""type"": ""Symptom""}, {""text"": ""morfin"", ""type"": ""Drug""}]",ağrı aniden arttıysa hastayı stabilize etmek için önce morfin verelim,2430
1,14,Wilson,yansıyan ağrı,kemik sintigrafisi,,,açıklama,değerlendirme,0,nötr,"kemik,bacak",kalp yetmezliği (ipecac fazlalığına bağlı),,Kemik sintigrafisi temizse bacak ağrısının kaynağı primer kemik kanseri olmayabilir.,"[{""text"": ""yansıyan ağrı"", ""type"": ""Symptom""}, {""text"": ""kemik sintigrafisi"", ""type"": ""Test""}, {""text"": ""kemik kanseri"", ""type"": ""Disease""}]",kemik sintigrafisi temizse bacak ağrısının kaynağı primer kemik kanseri olmayabilir,2303
1,14,Foreman,göğüs ağrısı,,,,açıklama,değerlendirme,0,nötr,"göğüs,kalp",kalp yetmezliği (ipecac fazlalığına bağlı),,"İkinci anjiyo sırasında gelişen göğüs ağrısı, bacak dışındaki bir sistemik soruna işaret ediyor olabilir.","[{""text"": ""göğüs ağrısı"", ""type"": ""Symptom""}, {""text"": ""anjiyo"", ""type"": ""Test""}]",i kinci anjiyo sırasında gelişen göğüs ağrısı bacak dışındaki bir sistemik soruna işaret ediyor olabilir,876
1,14,Foreman,solunum arresti,,,kod mavi,açıklama,değerlendirme,0,öfke,akciğer,kalp yetmezliği (ipecac fazlalığına bağlı),,Pulmoner ödem nedeniyle solunum arrestine girdi; hemen kod mavi başlatıyoruz.,"[{""text"": ""solunum arresti"", ""type"": ""Symptom""}, {""text"": ""pulmoner ödem"", ""type"": ""Symptom""}, {""text"": ""kod mavi"", ""type"": ""Procedure""}]",pulmoner ödem nedeniyle solunum arrestine girdi hemen kod mavi başlatıyoruz,2041
1,14,Foreman,pulmoner ödem,,,kod mavi,açıklama,değerlendirme,0,öfke,akciğer,kalp yetmezliği (ipecac fazlalığına bağlı),,Pulmoner ödem nedeniyle solunum arrestine girdi; hemen kod mavi başlatıyoruz.,"[{""text"": ""solunum arresti"", ""type"": ""Symptom""}, {""text"": ""pulmoner ödem"", ""type"": ""Symptom""}, {""text"": ""kod mavi"", ""type"": ""Procedure""}]",pulmoner ödem nedeniyle solunum arrestine girdi hemen kod mavi başlatıyoruz,1884
1,14,Chase,akciğerde sıvı,torasentez,,torasentez,açıklama,test,0,nötr,akciğer,kalp yetmezliği (ipecac fazlalığına bağlı),,Akciğerdeki sıvıyı torasentezle boşaltıp transüda mı eksüda mı olduğuna bakmalıyız.,"[{""text"": ""akciğerde sıvı"", ""type"": ""Symptom""}, {""text"": ""torasentez"", ""type"": ""Test""}, {""text"": ""torasentez"", ""type"": ""Procedure""}]",akciğerdeki sıvıyı torasentezle boşaltıp transüda mı eksüda mı olduğuna bakmalıyız,63
1,14,Cameron,transüda,torasentez,,,açıklama,değerlendirme,0,nötr,"akciğer,kalp",kalp yetmezliği (ipecac fazlalığına bağlı),,Plevral sıvının transüda çıkması enfeksiyondan çok kalp yetmezliği lehine konuşur.,"[{""text"": ""transüda"", ""type"": ""Symptom""}, {""text"": ""torasentez"", ""type"": ""Test""}, {""text"": ""kalp yetmezliği"", ""type"": ""Disease""}]",plevral sıvının transüda çıkması enfeksiyondan çok kalp yetmezliği lehine konuşur,2181
1,14,House,utanç,,,,hipotez,hipotez,0,nötr,psikiyatri,kalp yetmezliği (ipecac fazlalığına bağlı),,Fiziksel semptomlar bitince geriye utanç ve kontrol takıntısı kalıyor; bu dosyada psikiyatrik bir eksen var.,"[{""text"": ""utanç"", ""type"": ""Symptom""}, {""text"": ""kontrol ihtiyacı"", ""type"": ""Symptom""}]",fiziksel semptomlar bitince geriye utanç ve kontrol takıntısı kalıyor bu dosyada psikiyatrik bir eksen var,2224
1,14,House,kontrol ihtiyacı,,,,hipotez,hipotez,0,nötr,psikiyatri,kalp yetmezliği (ipecac fazlalığına bağlı),,Fiziksel semptomlar bitince geriye utanç ve kontrol takıntısı kalıyor; bu dosyada psikiyatrik bir eksen var.,"[{""text"": ""utanç"", ""type"": ""Symptom""}, {""text"": ""kontrol ihtiyacı"", ""type"": ""Symptom""}]",fiziksel semptomlar bitince geriye utanç ve kontrol takıntısı kalıyor bu dosyada psikiyatrik bir eksen var,1373
1,14,House,kendine zarar verme,fizik muayene,,,açıklama,değerlendirme,0,nötr,bacak,kalp yetmezliği (ipecac fazlalığına bağlı),,"Uyluktaki kesiler, duygusal sıkıntıyı bedensel kontrol davranışına çevirdiğini gösteriyor.","[{""text"": ""kendine zarar verme"", ""type"": ""Disease""}, {""text"": ""fizik muayene"", ""type"": ""Test""}]",uyluktaki kesiler duygusal sıkıntıyı bedensel kontrol davranışına çevirdiğini gösteriyor,1325
1,14,House,kusma,,ipecac,,soru,hipotez,0,nötr,mide,kalp yetmezliği (ipecac fazlalığına bağlı),,Kilo kontrolü için kusmayı tetikleyen bir ilaç kullanıp kullanmadığını doğrudan sormalıyız.,"[{""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""ipecac"", ""type"": ""Drug""}]",kilo kontrolü için kusmayı tetikleyen bir ilaç kullanıp kullanmadığını doğrudan sormalıyız,1413
1,14,House,kalp kası hasarı,,ipecac,,açıklama,kesin_tanı,0,nötr,kalp,kalp yetmezliği (ipecac fazlalığına bağlı),,İpecac sadece mideyi etkilemez; kronik kullanım doğrudan kalp kasında toksisite yapabilir.,"[{""text"": ""ipecac"", ""type"": ""Drug""}, {""text"": ""kalp kası hasarı"", ""type"": ""Disease""}]",i pecac sadece mideyi etkilemez kronik kullanım doğrudan kalp kasında toksisite yapabilir,1158
1,14,House,bacak kası hasarı,,ipecac,,açıklama,kesin_tanı,0,nötr,bacak,kalp yetmezliği (ipecac fazlalığına bağlı),,Aynı toksisite bacak kasını da zayıflatmış olabilir; bu yüzden ağrı periferden başlamış gibi göründü.,"[{""text"": ""bacak kası hasarı"", ""type"": ""Disease""}, {""text"": ""ipecac"", ""type"": ""Drug""}]",aynı toksisite bacak kasını da zayıflatmış olabilir bu yüzden ağrı periferden başlamış gibi göründü,320
1,14,Wilson,konjestif kalp yetmezliği,ekokardiyografi,,kalp nakli,açıklama,değerlendirme,0,nötr,kalp,kalp yetmezliği (ipecac fazlalığına bağlı),,Bu kadar genç yaşta gelişen ağır konjestif kalp yetmezliğinde nakil değerlendirmesini geciktiremeyiz.,"[{""text"": ""konjestif kalp yetmezliği"", ""type"": ""Disease""}, {""text"": ""ekokardiyografi"", ""type"": ""Test""}, {""text"": ""kalp nakli"", ""type"": ""Procedure""}]",bu kadar genç yaşta gelişen ağır konjestif kalp yetmezliğinde nakil değerlendirmesini geciktiremeyiz,1368
1,14,House,bulimi,,ipecac,nakil komitesi değerlendirmesi,açıklama,değerlendirme,0,nötr,"kalp,mide",kalp yetmezliği (ipecac fazlalığına bağlı),,Bulimi ve ilaç kötüye kullanımı resmi olarak yazılırsa hasta nakil dışı kalabilir.,"[{""text"": ""bulimi"", ""type"": ""Disease""}, {""text"": ""ipecac"", ""type"": ""Drug""}, {""text"": ""nakil komitesi değerlendirmesi"", ""type"": ""Procedure""}]",bulimi ve ilaç kötüye kullanımı resmi olarak yazılırsa hasta nakil dışı kalabilir,459
1,14,Carly,ölüm korkusu,,,kalp nakli,açıklama,değerlendirme,0,öfke,"psikiyatri,kalp",kalp yetmezliği (ipecac fazlalığına bağlı),,"Ölmek istemediğini söylemesi, tedaviye katılım açısından kritik bir dönüm noktasıdır.","[{""text"": ""ölüm korkusu"", ""type"": ""Symptom""}, {""text"": ""kalp nakli"", ""type"": ""Procedure""}]",ölmek istemediğini söylemesi tedaviye katılım açısından kritik bir dönüm noktasıdır,2404
1,15,House,koma,BT,,,açıklama,değerlendirme,0,nötr,"beyin,karaciğer",hepatit c ve ornitin transkarbamilaz eksikliği,,"Tanık kürsüsüne çıkmadan önce gelişen ani koma, yalnızca nörolojik değil metabolik bir çöküşe de işaret ediyor olabilir.","[{""text"": ""koma"", ""type"": ""Symptom""}, {""text"": ""BT"", ""type"": ""Test""}]",tanık kürsüsüne çıkmadan önce gelişen ani koma yalnızca nörolojik değil metabolik bir çöküşe de işaret ediyor olabilir,1363
1,15,Foreman,koma,kraniyal BT,,,hipotez,test,0,nötr,beyin,hepatit c ve ornitin transkarbamilaz eksikliği,,Önce subdural hematom ya da intrakraniyal kanama var mı görmek için kraniyal BT çekelim.,"[{""text"": ""koma"", ""type"": ""Symptom""}, {""text"": ""kraniyal BT"", ""type"": ""Test""}, {""text"": ""subdural hematom"", ""type"": ""Disease""}, {""text"": ""intrakraniyal kanama"", ""type"": ""Disease""}]",önce subdural hematom ya da intrakraniyal kanama var mı görmek için kraniyal bt çekelim,1363
1,15,Chase,sarılık,karaciğer fonksiyon testleri,,,açıklama,test,0,nötr,karaciğer,hepatit c ve ornitin transkarbamilaz eksikliği,,Karaciğer enzimleri belirgin yüksek; tablo akut karaciğer hasarını destekliyor.,"[{""text"": ""sarılık"", ""type"": ""Symptom""}, {""text"": ""karaciğer fonksiyon testleri"", ""type"": ""Test""}, {""text"": ""karaciğer hasarı"", ""type"": ""Disease""}]",karaciğer enzimleri belirgin yüksek tablo akut karaciğer hasarını destekliyor,1956
1,15,Cameron,bilinç bulanıklığı,amonyak testi,,,hipotez,test,0,nötr,"karaciğer,beyin",hepatit c ve ornitin transkarbamilaz eksikliği,,Bilinç değişikliği varsa serum amonyak düzeyine de bakmalıyız.,"[{""text"": ""bilinç bulanıklığı"", ""type"": ""Symptom""}, {""text"": ""amonyak testi"", ""type"": ""Test""}]",bilinç değişikliği varsa serum amonyak düzeyine de bakmalıyız,409
1,15,Foreman,karın ağrısı,hepatit paneli,,,hipotez,test,0,nötr,karaciğer,hepatit c ve ornitin transkarbamilaz eksikliği,,Karaciğer tablosu viral hepatitle uyumlu olabilir; hepatit paneli çalışalım.,"[{""text"": ""karın ağrısı"", ""type"": ""Symptom""}, {""text"": ""hepatit paneli"", ""type"": ""Test""}, {""text"": ""viral hepatit"", ""type"": ""Disease""}]",karaciğer tablosu viral hepatitle uyumlu olabilir hepatit paneli çalışalım,1264
1,15,Wilson,karaciğer yetmezliği,,,karaciğer nakli,açıklama,değerlendirme,0,nötr,karaciğer,hepatit c ve ornitin transkarbamilaz eksikliği,,Bu hızla kötüleşiyorsa karaciğer nakli seçeneğini şimdiden konuşmalıyız.,"[{""text"": ""karaciğer yetmezliği"", ""type"": ""Disease""}, {""text"": ""karaciğer nakli"", ""type"": ""Procedure""}]",bu hızla kötüleşiyorsa karaciğer nakli seçeneğini şimdiden konuşmalıyız,1246
